fare_amount,passenger_count,year,month,date,day,hour,minute,distance
7.0,1,2015,2,3,1,22,0,1.2590488222891094
20.1,1,2010,1,24,6,1,53,10.100777461000384
6.5,5,2010,4,22,3,8,43,1.307355139619122
9.7,1,2011,3,8,1,17,39,2.9560105616093493
7.0,5,2012,10,16,1,4,38,1.8260360823525734
5.3,1,2009,8,18,1,2,20,1.8238200018075685
8.5,1,2010,3,8,0,7,48,2.4261483604415512
13.7,1,2011,5,6,4,11,10,3.098507559711282
7.0,1,2014,12,3,2,17,50,1.1098372715127947
6.5,1,2009,5,5,1,21,1,1.817907809284232
9.7,5,2012,7,24,1,23,5,3.6891375856154633
16.0,5,2014,1,4,5,22,38,2.925958254685005
8.9,2,2010,9,2,3,21,5,2.429774076851095
4.9,1,2011,7,7,3,18,13,1.2001435013614046
7.0,1,2014,12,21,6,4,27,1.7239417302118825
18.5,1,2011,11,20,6,12,55,8.867794770126944
14.5,1,2011,6,13,0,10,51,4.744981947367118
5.7,1,2011,11,2,2,23,25,1.5240643980008366
3.7,1,2012,5,12,5,8,32,0.6373099626503587
4.5,1,2012,6,25,0,19,53,0.2957394289918946
5.3,1,2012,5,23,2,8,43,0.6441187499847087
13.0,1,2013,2,15,4,8,57,2.042148746850027
4.1,2,2009,1,16,4,9,24,1.2060135455269436
33.7,5,2009,10,25,6,16,5,14.216836803406997
11.7,1,2010,4,21,2,22,21,6.154023917354133
5.5,1,2012,11,30,4,9,21,1.1406458519159466
6.5,1,2012,12,29,5,10,8,1.5541175409983115
6.5,1,2010,5,6,3,7,13,1.5587191112232244
8.5,1,2014,12,2,1,6,27,3.2644517714900667
14.5,2,2010,7,31,5,22,24,6.144103480450769
5.7,1,2009,7,17,4,15,59,0.9153271693086737
4.9,1,2011,6,3,4,9,47,0.7638225205748052
6.1,1,2009,5,3,6,16,59,1.572350518348729
6.9,5,2009,10,29,3,11,29,1.0445783953748673
17.3,1,2012,2,9,3,23,49,16.350525036113776
5.7,1,2009,12,29,1,22,37,0.8601898441875476
8.1,5,2012,7,31,1,7,56,1.6634660631328892
5.0,5,2012,9,7,4,11,37,1.4016240776284972
18.0,1,2013,5,30,3,19,35,5.582811961813452
11.0,1,2015,2,25,2,14,17,1.387284155518376
12.5,1,2015,3,12,3,19,30,2.6504027515818236
63.0,1,2009,10,8,3,16,33,17.15811533756253
22.27,1,2009,12,5,5,15,51,6.95093236963136
77.7,2,2009,5,13,2,14,10,19.157926199114495
4.5,1,2012,5,16,2,20,30,0.5494303282557189
19.5,6,2015,2,20,4,9,14,4.387699934476889
6.9,1,2010,2,19,4,7,7,2.0246133413465293
5.3,1,2010,9,12,6,19,17,0.8200308129688048
9.5,6,2013,1,23,2,17,9,2.3531976231044403
13.0,1,2015,3,26,3,12,6,3.0741413314623123
9.7,3,2010,11,28,6,3,13,5.9075890857276745
12.0,1,2012,12,13,3,23,7,4.398345321281287
11.0,1,2013,2,7,3,11,9,1.84058472577074
7.5,1,2013,6,22,5,16,49,9.342801124227309
12.0,1,2014,5,20,1,11,7,1.2701655272463583
7.5,1,2015,5,14,3,2,51,1.8865812104479593
6.1,1,2009,1,16,4,14,27,1.0237879537491925
14.1,1,2009,9,12,5,10,48,5.487059666909788
8.0,4,2015,6,17,2,12,44,2.061919250108101
21.7,5,2009,3,25,2,1,36,6.876703327034183
6.1,1,2010,5,7,4,14,35,0.9118253491435477
8.1,1,2010,7,22,3,2,25,3.9347486359683805
10.0,2,2014,7,9,2,22,49,2.0289440704088517
8.9,1,2010,2,26,4,17,18,2.9173357403297575
7.3,1,2011,1,4,1,19,59,1.7888765542527696
5.0,1,2013,12,27,4,11,18,0.6134577289397672
5.7,1,2010,4,23,4,0,43,1.4851918015179144
10.5,1,2010,9,16,3,9,29,3.163359011912594
13.5,2,2015,2,23,0,9,17,2.7183997255127292
39.5,1,2015,6,21,6,20,17,15.418868519295986
5.3,1,2012,6,5,1,7,58,1.7303419347251738
8.5,1,2012,12,14,4,22,58,2.0008204351532948
15.0,1,2013,8,9,4,19,55,4.8328614121028375
8.1,1,2009,1,25,6,21,34,2.0200825563347977
8.5,1,2012,7,19,3,20,47,2.274983137071765
8.5,1,2009,8,10,0,13,11,2.032266039900364
7.7,4,2011,5,21,5,20,27,2.3284280626064446
14.0,6,2012,9,23,6,22,44,4.436402997316698
4.0,1,2014,3,26,2,21,45,0.5915702419825691
10.5,1,2014,4,13,6,0,37,1.607410758421386
10.1,1,2009,11,1,6,0,22,2.9634854460208393
6.5,1,2010,11,2,1,6,41,1.763623883601953
13.3,2,2011,2,19,5,18,5,3.1643075009452635
11.3,1,2012,6,29,4,19,32,1.4516240026350264
9.0,5,2014,7,25,4,11,49,2.425595585148257
10.0,2,2015,2,14,5,18,44,3.134758798613141
6.9,1,2010,4,8,3,8,32,3.2305765125319623
2.5,1,2010,8,3,1,8,50,0.002686856861515358
12.0,1,2013,12,30,0,8,36,4.369335844504051
6.9,5,2010,7,8,3,8,11,1.8507735980456173
4.5,1,2011,12,16,4,14,44,0.8470730550604452
8.5,1,2012,5,22,1,18,39,2.1605170679945953
13.0,1,2013,7,26,4,10,59,3.4317074980388482
6.5,5,2010,9,15,2,18,7,14.074859389692927
6.9,1,2012,5,8,1,3,2,2.1764085025159425
8.5,1,2013,2,26,1,22,6,2.828057570550335
4.5,1,2013,4,21,6,10,43,1.3152448255535132
9.7,2,2011,1,2,6,11,49,4.025520068478951
11.5,3,2014,1,29,2,19,34,2.0632695774902032
4.5,1,2012,6,28,3,21,44,0.46650327956896553
5.7,1,2012,3,2,4,19,33,2.026641037157712
5.5,2,2013,2,8,4,0,21,1.1262504198973313
13.5,1,2014,7,10,3,11,58,3.7446670280068997
6.1,1,2009,10,9,4,3,50,2.318861545496479
29.8,1,2012,12,28,4,13,41,8.560312279305403
4.1,3,2009,10,9,4,17,30,0.76869848401129
11.0,2,2012,9,10,0,20,31,1.917364217091686
5.7,1,2010,2,20,5,20,18,1.0870761941715676
8.5,1,2010,9,17,4,17,29,0.8282857919574002
7.7,1,2011,10,19,2,19,45,1.2620785785441844
10.1,1,2009,2,1,6,2,59,4.458612006022823
4.9,1,2009,6,14,6,14,57,1.1551371053977544
12.5,1,2012,11,17,5,14,19,2.66934828440586
2.5,1,2012,8,21,1,14,14,0.006956061453094733
7.5,1,2013,9,25,2,11,15,1.4499218664621754
13.7,5,2011,6,10,4,0,13,5.150421996556414
7.7,1,2011,6,18,5,9,44,1.9890509312771323
10.5,1,2012,8,4,5,1,47,3.7599604524610424
8.0,1,2013,4,11,3,23,15,2.11334915428602
5.3,1,2009,10,8,3,21,43,1.2203677316246038
4.1,1,2011,9,25,6,3,43,0.7983838446878383
57.33,1,2014,11,8,5,6,52,21.611785440848838
6.1,2,2009,5,18,0,8,38,1.9275322232746541
10.1,1,2009,10,17,5,9,25,5.585024116261791
16.9,1,2009,12,23,2,10,34,4.1503410989347636
8.5,1,2012,4,27,4,21,34,0.8653928990555176
3.3,1,2009,1,16,4,19,30,0.5401312292847464
31.85,2,2009,3,28,5,10,46,9.404041333535645
5.3,1,2009,9,27,6,9,11,1.1686751031139926
8.1,1,2009,10,9,4,22,53,1.5252768075129342
4.9,3,2010,1,22,4,20,38,1.8633904869351534
5.7,1,2010,9,18,5,10,19,8.764321333775086
5.3,1,2012,4,23,0,21,29,1.1412333003369939
4.0,1,2013,4,3,2,21,20,0.5825114841541319
10.0,1,2013,5,16,3,15,5,2.5850581733252214
5.3,5,2009,5,19,1,22,3,1.8970131979272578
9.7,1,2011,1,5,2,9,21,3.8821717325854346
20.0,1,2013,4,23,1,20,34,5.359722125420972
18.1,1,2009,1,11,6,11,29,6.744214183921303
5.7,2,2010,1,15,4,11,19,1.3731908102101613
7.3,1,2010,9,18,5,19,57,1.3061330284178192
14.5,1,2011,5,6,4,0,13,6.18901036105186
5.3,1,2012,2,2,3,14,30,1.3105183521193873
9.5,1,2013,2,21,3,8,20,2.912254524554595
6.5,1,2014,5,23,4,17,43,1.5104611541481343
69.7,1,2011,8,13,5,17,49,32.60253462824814
6.0,1,2013,4,21,6,4,54,0.9316406899620743
5.0,2,2013,11,14,3,17,35,0.4779327791985925
5.7,5,2011,6,3,4,2,20,1.2811953438618457
16.5,1,2014,1,31,4,21,25,3.573838284126295
11.7,2,2009,8,22,5,14,5,5.076017337822964
6.9,3,2011,7,18,0,8,38,1.3361596173353087
9.0,1,2013,3,3,6,18,41,0.7200166596984153
11.7,1,2010,2,22,0,6,41,6.432116016821953
5.5,1,2013,10,3,3,15,38,1.04926019742275
57.33,2,2015,3,1,6,16,58,20.77696954161571
7.3,5,2010,12,5,6,15,7,2.756054129840139
8.0,1,2014,11,9,6,20,17,3.104816391730647
7.3,1,2009,6,23,1,18,3,1.6512615305733709
31.47,1,2010,6,21,0,18,26,8.867353185619885
5.5,5,2013,7,30,1,19,31,1.084229548535357
16.9,2,2010,4,16,4,16,7,5.038334596788408
4.5,5,2010,11,28,6,2,14,1.2002419600496594
12.5,5,2014,2,10,0,22,52,4.288488184373454
18.5,2,2015,4,5,6,1,3,6.317853917703678
4.9,1,2010,8,20,4,19,37,1.0851808356725894
15.3,1,2011,1,30,6,7,9,6.80980383920774
9.7,1,2011,4,3,6,0,12,3.462884751977501
28.0,1,2012,9,24,0,15,23,11.838337002281621
6.5,1,2014,3,18,1,21,46,2.101313425732627
3.3,1,2009,2,23,0,6,49,0.6156612054306937
10.9,1,2009,3,6,4,7,19,2.408567157797337
9.7,1,2009,6,10,2,11,24,2.1896985662601423
6.9,1,2009,10,23,4,11,39,1.4515738196895869
15.7,4,2011,10,8,5,17,58,7.568209245834674
7.0,1,2013,10,18,4,12,3,1.1580383186042742
5.3,5,2009,2,25,2,7,20,1.337448503491791
6.0,3,2013,4,27,5,13,18,1.1942032299454717
12.5,1,2013,1,7,0,12,35,4.316315696306301
16.9,2,2010,10,23,5,13,57,4.6982661861695485
12.5,1,2011,11,14,0,17,37,5.146897099567254
9.7,1,2009,5,31,6,14,2,2.3112194848751715
12.1,1,2009,8,17,0,17,11,4.038520201846793
9.0,1,2013,5,3,4,21,29,3.119143887570719
5.0,5,2012,10,30,1,12,35,1.0749755743627298
14.9,1,2012,1,12,3,8,47,5.652331133985179
5.7,2,2012,2,18,5,23,2,1.9880328348257286
29.3,1,2012,3,2,4,16,32,7.295751254617864
12.5,6,2012,4,12,3,22,24,4.900367228140403
12.1,1,2010,12,17,4,2,36,5.409181353892624
15.3,1,2011,3,31,3,22,41,8.052170384081144
4.5,1,2011,10,25,1,18,30,1.333770706493201
5.7,1,2012,2,16,3,22,31,1.6943575241974762
10.1,1,2012,4,21,5,10,42,2.3553352678971757
12.5,1,2013,5,1,2,9,2,2.357263835909588
8.9,1,2010,5,1,5,10,5,3.452218324028511
5.7,1,2010,12,6,0,17,59,1.1237907400187432
10.0,1,2013,8,6,1,16,30,2.607962392721554
14.0,1,2013,9,7,5,22,30,3.33599405428719
5.3,3,2010,7,2,4,19,36,2.031647681010866
8.1,2,2011,6,18,5,1,11,2.1821842365483417
6.5,1,2014,11,8,5,8,56,1.2047999345715403
6.5,2,2014,12,6,5,14,39,1.2441504943854103
26.1,1,2010,10,8,4,18,18,10.378774872601836
7.7,1,2010,2,19,4,18,23,2.4759983477054153
11.0,1,2013,4,2,1,13,43,2.6339600324455326
7.3,4,2009,3,30,0,16,41,2.551999435597594
4.5,1,2012,4,17,1,18,38,0.895092177017598
5.5,5,2012,10,26,4,17,29,1.6733188141173931
4.1,1,2010,9,26,6,15,31,0.8628959063070081
9.7,1,2012,3,23,4,18,53,2.9431204590967974
5.5,1,2013,6,22,5,13,47,1.0009314224124315
18.1,1,2010,1,27,2,15,15,6.314323889507787
5.3,2,2011,2,10,3,14,14,0.5189721211997093
4.5,1,2014,3,1,5,20,12,1.2142468982290833
4.5,1,2013,1,8,1,9,0,1.4161675153851536
4.5,3,2013,7,18,3,23,14,0.8149559404668507
3.3,1,2010,8,27,4,18,28,0.532998895144505
11.3,1,2012,1,30,0,2,8,5.0465298607758085
6.0,1,2013,1,1,1,18,52,1.4243725210478582
5.5,2,2015,1,17,5,12,55,1.42987215449079
6.1,1,2009,5,27,2,7,55,1.3707339214421026
8.5,1,2009,10,14,2,12,49,1.968330638735683
6.0,1,2013,12,30,0,16,49,1.5369911076872038
8.0,1,2015,1,16,4,9,26,1.0385310736549094
30.04,1,2015,5,15,4,16,18,6.3902296439165225
6.9,1,2009,1,4,6,16,13,1.7008778335389698
4.5,1,2011,12,2,4,6,57,1.0641349260615798
4.0,1,2013,3,27,2,8,23,0.8116861253712954
8.5,1,2013,4,1,0,19,40,2.273160327110156
13.0,1,2014,4,19,5,19,13,5.194116122676844
6.0,1,2014,6,6,4,6,50,1.29100016846417
8.9,1,2011,8,14,6,11,38,2.3042748030163236
13.0,1,2013,9,18,2,14,19,1.7326108047515507
8.0,1,2014,5,21,2,13,31,1.3587012816559048
5.3,1,2010,5,14,4,16,50,1.1652787465966696
10.5,6,2013,2,19,1,18,11,2.6576168587298556
5.7,1,2009,10,3,5,16,30,1.4855926927641654
27.7,2,2011,9,26,0,6,52,9.832795262906956
11.7,1,2009,5,14,3,11,25,3.045284688936745
32.33,1,2013,10,10,3,19,10,10.548439510564727
5.7,1,2010,1,6,2,13,18,1.0553373782074051
12.0,1,2012,10,11,3,12,13,3.3472512020674685
8.0,1,2013,8,26,0,8,23,1.594828531395621
6.1,1,2011,3,8,1,9,40,1.0449896252392679
21.5,1,2013,1,17,3,17,49,3.6160600478148988
5.3,1,2011,10,26,2,20,36,1.2148316292958186
5.7,1,2011,4,13,2,12,59,1.8923608231001088
4.9,1,2012,3,21,2,11,54,0.5057285456821664
53.3,1,2012,6,23,5,2,33,15.81953175655437
5.7,1,2012,8,15,2,6,52,1.8265923524769458
8.0,1,2013,2,5,1,22,12,2.8066576556480065
5.0,1,2014,2,9,6,13,46,1.5343388426402624
16.1,3,2010,5,12,2,13,29,5.176704248692122
4.5,2,2011,8,7,6,14,54,0.9159569746344649
25.7,1,2010,10,28,3,7,11,11.024597997821902
7.5,1,2012,11,30,4,10,13,0.78257965222186
13.0,6,2012,12,18,1,12,10,2.8855417464792628
4.9,1,2009,10,12,0,22,26,1.2306174654836675
10.1,1,2009,11,11,2,21,10,5.129213488517135
10.0,1,2012,10,10,2,20,28,3.5353916262467777
5.5,1,2013,2,17,6,16,48,1.249412256049934
4.5,1,2014,5,4,6,5,22,1.2779830914317494
11.7,1,2010,7,17,5,7,3,4.774957136896765
4.5,5,2011,12,13,1,5,42,0.8556507597404036
10.9,1,2012,6,13,2,20,2,4.731702823546668
8.0,6,2013,7,10,2,15,56,2.048159181986589
7.5,2,2013,7,22,0,16,45,0.11721000181039164
7.7,1,2011,1,30,6,15,41,1.544980871114746
10.5,1,2011,10,12,2,19,43,2.343473727257518
6.5,1,2013,8,28,2,21,3,1.2000874414209484
7.3,1,2009,3,18,2,11,39,2.224434992090502
9.7,1,2010,10,30,5,14,7,3.991456920730252
5.0,1,2012,9,30,6,13,10,1.298438551375643
7.0,1,2013,8,30,4,13,6,1.18606127143996
9.5,1,2014,5,7,2,14,32,1.569513361860579
4.5,5,2009,8,23,6,0,33,0.8173112995124541
25.7,1,2012,8,11,5,23,29,9.818690934728707
13.0,1,2012,12,14,4,15,48,2.6090171909240527
7.5,3,2013,2,9,5,14,57,1.5725792376727745
6.5,4,2013,3,17,6,0,20,2.2289983925058845
15.0,5,2014,10,24,4,12,6,4.341681586116475
10.9,1,2009,3,22,6,8,37,4.956769906673175
3.7,1,2010,12,7,1,18,19,0.6075691317211742
57.33,1,2013,3,19,1,18,17,19.593273764937493
8.2,1,2009,1,14,2,1,11,2.7174642332983843
3.7,1,2009,11,8,6,18,57,0.6332971477388661
5.3,1,2012,1,12,3,12,12,0.9246917370600828
9.3,1,2012,6,10,6,3,56,3.2306424439723007
13.5,1,2013,6,23,6,13,13,2.6835416311926794
9.5,5,2013,7,10,2,20,49,2.9284740774108386
15.0,1,2014,5,3,5,19,57,1.5341884873621767
49.15,1,2009,5,7,3,21,9,23.196679862196248
5.3,1,2009,10,24,5,19,3,0.9563132618049326
10.5,1,2011,7,10,6,19,0,1.6187224259658377
7.3,2,2011,12,4,6,12,33,1.9772593431502075
8.1,2,2012,7,27,4,21,21,3.624897945321978
7.0,2,2013,11,3,6,1,26,2.2020531883706305
9.3,1,2012,4,26,3,7,58,4.061553760690993
18.5,1,2012,9,25,1,12,7,4.085072509879394
7.5,1,2012,12,1,5,14,31,1.722131804369901
52.0,1,2014,11,30,6,12,38,21.052928319108222
8.5,5,2015,5,22,4,21,7,2.4267940694762173
14.5,1,2014,11,6,3,6,7,6.604145637395063
11.3,1,2009,10,4,6,1,30,6.711210692105027
5.0,1,2013,6,8,5,11,21,1.4063418196324196
9.5,3,2013,8,20,1,18,11,1.78776827849109
8.0,1,2014,4,17,3,19,34,1.3452038104432882
18.5,6,2015,3,10,1,22,21,4.814372853174995
8.5,5,2009,8,1,5,10,14,4.423139474881942
7.0,1,2013,6,3,0,16,20,1.3482975749773616
3.3,1,2009,4,28,1,12,4,0.676692232195133
4.1,1,2009,5,7,3,14,35,0.5448277764583098
9.3,5,2010,1,13,2,8,6,2.962701790875429
45.0,1,2012,5,7,0,15,49,17.705401945635085
10.0,1,2013,1,13,6,19,43,3.4727643179411722
5.7,1,2011,11,13,6,21,11,0.9530118457573226
5.7,1,2010,4,17,5,10,52,1.8148396911758415
5.0,1,2013,1,17,3,5,32,1.0600014412113319
4.5,1,2013,3,27,2,11,50,0.5851890903153837
14.0,1,2014,2,11,1,18,47,3.139708919565916
57.33,1,2014,6,3,1,9,21,23.168706232628825
10.9,1,2009,10,22,3,9,35,1.0569000444481562
12.9,1,2010,10,18,0,10,36,5.881293622846443
6.5,5,2009,11,20,4,9,35,1.0200703561749866
6.1,1,2011,8,23,1,16,3,2.032385733265552
25.3,1,2011,3,12,5,5,12,10.763948594259265
13.7,6,2012,1,27,4,9,11,6.000538249118487
8.0,1,2014,7,11,4,21,16,2.413457994176989
13.7,1,2009,10,15,3,14,11,3.1957926601977604
12.5,1,2012,11,6,1,23,57,3.5859078517255503
8.5,1,2012,11,15,3,12,56,2.1717968539059926
16.5,2,2013,4,14,6,10,28,6.032063609741547
4.5,1,2013,6,15,5,23,5,0.7149451308508153
5.0,5,2013,12,17,1,6,19,0.5679667052324864
5.3,1,2010,12,31,4,21,32,1.7798086869025496
4.5,1,2011,9,10,5,9,59,1.0119791515116805
6.0,1,2015,2,22,6,12,36,0.9314117360389644
9.5,5,2014,7,7,0,18,46,1.6449442274014876
7.3,1,2010,5,3,0,18,47,1.8377689636997867
9.5,1,2014,10,15,2,20,25,2.9053665113338325
21.5,1,2015,3,17,1,7,43,8.218042667458288
5.3,1,2009,7,10,4,11,34,1.224412178839001
2.5,1,2009,7,26,6,5,12,0.015283159563709141
10.5,1,2012,5,24,3,20,32,4.618274616163217
13.3,1,2012,8,26,6,18,30,5.716989433477382
6.0,1,2013,3,21,3,9,27,0.5821865565222578
9.5,1,2013,12,29,6,22,50,3.4587051548012084
13.5,1,2014,9,4,3,13,45,1.4407828902491178
9.0,1,2015,3,17,1,18,55,2.5253155018118423
18.5,3,2013,8,10,5,11,49,5.078099949809315
45.0,1,2009,1,21,2,21,53,21.136453791528865
4.5,1,2010,12,8,2,11,28,1.0951809188080597
30.1,2,2011,5,25,2,1,47,14.294725972233874
7.0,2,2013,11,19,1,17,34,1.032518105446146
9.0,1,2015,5,1,4,20,31,2.088059007457909
18.0,1,2015,6,7,6,18,45,3.1569615111270855
52.0,5,2012,12,9,6,17,56,20.81141367534103
6.1,1,2010,7,25,6,3,4,2.95786470104762
9.3,1,2010,8,5,3,21,42,3.3979849874752857
6.5,2,2010,11,29,0,16,27,1.789171085437334
6.0,1,2013,9,21,5,14,34,1.1324902421386631
4.0,1,2014,1,24,4,14,29,0.702347915966356
13.7,1,2010,11,20,5,4,18,3.6420094038641895
9.0,2,2012,12,2,6,13,38,2.343066742428034
14.9,2,2010,11,12,4,3,46,5.280392946278814
5.3,1,2012,1,7,5,12,49,1.2879442738065172
11.3,1,2012,1,12,3,12,43,3.302692358987688
16.1,3,2012,4,24,1,8,40,7.349894709648228
6.5,1,2013,11,24,6,23,42,1.854542444354899
18.5,1,2009,6,9,1,7,54,8.763693885382233
12.5,3,2009,12,25,4,2,10,4.642442136853872
7.7,1,2012,1,19,3,21,26,2.0971394273973134
13.0,1,2014,12,15,0,23,39,4.967584176289193
50.1,1,2011,6,17,4,23,34,17.906691138925545
4.1,1,2012,7,27,4,15,33,0.8064475351265716
25.5,1,2014,7,9,2,8,7,7.008023366060202
16.1,3,2012,6,25,0,23,17,6.903263390649668
18.0,1,2013,3,9,5,20,27,4.814726873762245
12.0,1,2014,5,6,1,8,4,3.586190949257833
6.5,2,2015,5,2,5,10,28,2.1187376009334553
12.0,2,2014,1,10,4,20,46,3.3675713318901743
5.0,1,2014,9,1,0,20,56,1.4125625281970848
6.5,1,2009,10,14,2,17,54,1.8009214232700663
5.7,1,2011,8,15,0,21,36,1.3699649801265055
6.0,1,2012,12,21,4,13,32,1.0057912295914346
4.5,2,2010,12,22,2,8,9,1.1088871396683908
13.3,1,2012,4,24,1,14,23,4.806033892097519
14.0,2,2013,3,26,1,15,32,2.8037897479318836
11.0,1,2013,8,13,1,7,20,2.5482363283908787
12.0,1,2014,4,3,3,22,11,2.9457077732710104
4.9,1,2010,6,14,0,19,31,1.502680406071858
6.5,1,2011,6,13,0,0,40,1.9310530600185514
6.5,1,2011,12,21,2,10,1,1.3127470883356096
8.5,1,2012,6,27,2,6,55,3.4597663348812366
35.3,1,2013,1,29,1,5,52,8.67100241694911
9.5,1,2013,1,29,1,8,15,1.6018039652634488
11.0,1,2014,5,8,3,17,8,2.290492770654747
6.5,1,2011,7,27,2,12,52,1.1301033779288314
9.5,6,2015,6,22,0,12,41,2.5947966882148843
7.3,5,2009,12,6,6,11,17,1.4577096988835778
16.5,1,2015,4,24,4,16,23,5.871884470720822
6.5,1,2015,5,26,1,13,32,1.399168947576588
8.1,1,2009,7,11,5,2,23,4.0786741176591095
16.1,2,2010,11,16,1,8,12,5.8765779599646475
6.9,1,2012,1,13,4,11,49,1.8599746243803659
19.0,1,2015,4,22,2,22,2,6.272219833229928
26.9,1,2009,6,13,5,4,23,14.604764336401484
5.7,2,2009,10,23,4,22,59,0.8858917415876093
16.1,1,2012,1,17,1,19,43,5.581115883234349
10.1,1,2012,1,17,1,19,43,2.459057905241266
26.0,2,2013,7,24,2,10,11,5.117488890337026
5.0,1,2013,9,5,3,15,12,0.9666277286503296
21.5,1,2015,5,2,5,16,36,5.9980533999750705
9.7,4,2009,8,17,0,19,3,3.3527567888402947
4.1,1,2011,3,20,6,12,19,0.6843658142363804
13.5,1,2014,1,27,0,0,14,4.766417976335782
4.5,1,2014,9,20,5,12,39,0.46513186561205727
19.0,1,2015,2,13,4,10,15,3.8271782894784043
6.5,2,2011,1,18,1,6,43,1.5835834827288546
6.1,1,2011,4,20,2,21,21,2.4784104609730018
4.9,1,2011,5,14,5,15,47,0.9820810354046673
8.9,1,2012,4,13,4,1,43,2.1615302228695765
52.0,1,2012,10,15,0,23,48,20.37571279895724
11.0,1,2013,10,9,2,20,53,2.4646235771010545
19.0,6,2014,12,9,1,18,37,3.2859854233477312
7.3,1,2012,7,24,1,20,28,2.1755620158104207
8.5,2,2010,1,28,3,22,13,3.2490518061557347
16.1,1,2009,8,1,5,0,8,2.936402265303221
7.3,1,2011,12,12,0,10,41,2.231157543768647
6.5,1,2014,2,2,6,11,13,2.032952738086838
19.0,1,2014,10,11,5,12,33,4.538736259146551
6.9,1,2010,4,23,4,23,32,1.3956918768774016
18.5,2,2013,1,18,4,19,17,6.644152666239356
10.9,2,2010,8,25,2,12,1,3.7033545919540938
6.9,2,2012,4,22,6,9,49,2.019121991185175
12.5,5,2014,7,27,6,21,7,3.6865730571453987
12.0,2,2014,8,20,2,12,8,2.7341608022540753
4.9,3,2011,10,12,2,19,26,0.8840223056418167
17.7,1,2011,6,2,3,13,2,5.143500552138954
7.0,1,2013,9,8,6,20,21,1.1176701057395149
6.1,1,2009,2,20,4,1,32,1.647586082388479
9.7,1,2010,10,5,1,7,22,4.048114812858684
4.5,1,2009,10,8,3,10,1,0.20315063193769226
13.3,5,2010,2,25,3,16,38,1.3701245492056324
16.1,5,2010,7,6,1,23,41,5.252530066859913
7.7,1,2012,6,15,4,1,33,2.4605728109065717
5.5,2,2014,5,4,6,20,13,0.870343917520149
7.3,1,2011,7,23,5,20,14,2.000650996784354
22.5,1,2015,1,19,0,18,7,6.076909261129884
33.3,1,2012,9,3,0,14,24,12.571522953550007
35.83,2,2015,2,9,0,9,56,9.028341328952383
4.9,2,2010,12,14,1,23,30,1.6441601863234723
8.5,3,2014,4,25,4,17,53,1.779285211011622
5.7,2,2009,12,26,5,23,18,1.60806083339723
16.1,3,2010,4,10,5,18,46,3.567807575693765
7.7,2,2010,6,7,0,17,23,2.9718766325130037
11.0,2,2014,3,15,5,20,34,2.6814463763307
7.7,1,2011,1,28,4,20,48,1.731307707217706
12.1,1,2011,6,14,1,19,52,4.517651794162862
32.0,1,2013,11,9,5,18,20,6.37717182862624
11.7,5,2011,6,13,0,19,8,4.050624906208312
7.7,1,2012,6,5,1,11,14,2.0656460123065696
13.7,3,2010,8,8,6,3,28,5.686191194389814
18.0,4,2014,3,20,3,17,27,3.7424768763433667
9.7,2,2011,9,2,4,19,40,3.581061965332632
10.0,1,2014,12,1,0,9,59,2.030465236099222
4.9,5,2009,12,13,6,22,44,1.556090884400659
8.9,4,2012,3,6,1,14,58,2.38747270930896
6.5,1,2014,1,13,0,7,48,1.597093737061135
7.7,1,2009,10,5,0,20,49,2.674145349777244
10.5,1,2012,7,24,1,20,29,4.156033506078999
10.0,1,2013,5,20,0,20,16,2.395142421933975
12.9,4,2011,5,24,1,16,48,5.623475569242181
6.1,1,2012,5,21,0,21,24,1.864278958924419
16.1,1,2010,4,17,5,9,39,6.506753503704193
25.7,2,2011,1,7,4,22,31,8.865264780380402
7.3,1,2009,6,13,5,0,51,2.1042382671747544
6.5,2,2011,3,19,5,17,25,1.4223909985403127
28.1,1,2011,4,15,4,11,40,9.188096805276018
6.5,1,2015,1,16,4,7,46,1.175996540732498
14.9,1,2011,2,3,3,13,39,5.664709459581094
9.5,1,2014,12,18,3,17,22,2.4645208263583376
6.1,1,2012,8,28,1,17,12,1.7594317574985296
45.0,1,2010,3,2,1,19,2,16.915224974687685
19.7,1,2010,12,4,5,4,24,8.046824516659795
15.0,2,2014,5,26,0,17,22,4.454169198613022
5.0,1,2014,9,2,1,21,1,0.8995703490827954
24.5,2,2011,6,22,2,22,42,11.850392706660914
49.8,1,2012,3,6,1,17,34,19.638854127966788
16.5,1,2013,12,23,0,22,6,4.786852657902347
15.0,6,2015,1,21,2,7,20,3.9896267829492054
10.5,1,2012,6,27,2,14,7,4.695799186619489
5.5,1,2013,8,5,0,18,13,1.3114362187311137
7.0,1,2014,5,2,4,6,37,2.2030216852388427
6.0,1,2014,8,10,6,8,27,1.6132587442398414
5.3,1,2009,1,16,4,20,14,0.9507459137338109
6.1,1,2009,5,23,5,3,41,2.232266618168515
13.7,2,2012,4,2,0,18,41,5.6657965897579325
4.9,1,2009,8,26,2,7,43,95.85203551686206
7.7,1,2009,9,8,1,20,30,6.84120502699082
2.9,1,2012,8,20,0,15,30,0.0935073267908984
5.5,1,2013,4,27,5,23,16,1.226737730642438
5.7,1,2012,4,1,6,6,34,1.5275037522210193
6.5,1,2014,10,10,4,8,2,1.1130767236522454
9.0,1,2014,12,1,0,17,10,2.4609766585270423
7.3,1,2009,2,1,6,15,10,3.304802386816446
